s_id,label,phase_idx,phase_label,phase_angle_deg,phase_order,phase_sector_mod3,phase_sector_mod4,q_id,q_label,q_order,q_inverse_id,q_family_tag,q_g2_proxy_tag,q_support_size,q_support_mask_bin,q_has_e000,q_has_e111,order,inverse_sid,square_sid,cube_sid,neg_phase_sid,is_self_inverse,inner_conj_l_orbit_size,inner_conj_r_orbit_size,q_conj_l_rep,q_conj_r_rep,q_centralizer_size,s_centralizer_size,conj_class_id_l,conj_class_id_r,q_e000,q_e001,q_e010,q_e011,q_e100,q_e101,q_e110,q_e111,c_e000,c_e001,c_e010,c_e011,c_e100,c_e101,c_e110,c_e111
52,-1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111,0,1,0.0,1,0,0,52,-1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111,3,5,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,5,5,239,1492,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,0,1/2,0,0,1/2,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg)
53,-1/2*e000 + 1/2*e001 + 1/2*e011 + -1/2*e101,0,1,0.0,1,0,0,53,-1/2*e000 + 1/2*e001 + 1/2*e011 + -1/2*e101,3,4,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,4,4,239,1493,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0
54,-1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101,0,1,0.0,1,0,0,54,-1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101,3,3,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,3,3,239,1494,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0
55,-1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110,0,1,0.0,1,0,0,55,-1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110,3,2,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,2,2,239,1495,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),0
56,-1/2*e000 + 1/2*e001 + 1/2*e010 + 1/2*e110,0,1,0.0,1,0,0,56,-1/2*e000 + 1/2*e001 + 1/2*e010 + 1/2*e110,3,1,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,1,1,239,1496,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),0
57,-1*e001,0,1,0.0,1,0,0,57,-1*e001,4,182,A16_basis_signed_unit,G2_proxy_pure_imag14,1,00000010,false,false,4,182,0,182,1497,false,46,46,57,57,4,48,p0_ql57,p0_qr57,0,-1,0,0,0,0,0,0,0,-1*exp(i*0.0deg),0,0,0,0,0,0
58,-1/2*e001 + -1/2*e010 + -1/2*e011 + -1/2*e111,0,1,0.0,1,0,0,58,-1/2*e001 + -1/2*e010 + -1/2*e011 + -1/2*e111,4,181,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,181,0,181,1498,false,46,46,58,58,4,48,p0_ql58,p0_qr58,0,-1/2,-1/2,-1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg)
59,-1/2*e001 + -1/2*e010 + -1/2*e011 + 1/2*e111,0,1,0.0,1,0,0,59,-1/2*e001 + -1/2*e010 + -1/2*e011 + 1/2*e111,4,180,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,180,0,180,1499,false,46,46,59,59,4,48,p0_ql59,p0_qr59,0,-1/2,-1/2,-1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg)
60,-1/2*e001 + -1/2*e010 + -1/2*e100 + -1/2*e101,0,1,0.0,1,0,0,60,-1/2*e001 + -1/2*e010 + -1/2*e100 + -1/2*e101,4,179,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,179,0,179,1500,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,-1/2,-1/2,0,-1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0
61,-1/2*e001 + -1/2*e010 + -1/2*e100 + 1/2*e101,0,1,0.0,1,0,0,61,-1/2*e001 + -1/2*e010 + -1/2*e100 + 1/2*e101,4,178,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,178,0,178,1501,false,46,46,61,61,4,48,p0_ql61,p0_qr61,0,-1/2,-1/2,0,-1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0
62,-1/2*e001 + -1/2*e010 + 1/2*e100 + -1/2*e101,0,1,0.0,1,0,0,62,-1/2*e001 + -1/2*e010 + 1/2*e100 + -1/2*e101,4,177,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,177,0,177,1502,false,46,46,62,62,4,48,p0_ql62,p0_qr62,0,-1/2,-1/2,0,1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0
63,-1/2*e001 + -1/2*e010 + 1/2*e100 + 1/2*e101,0,1,0.0,1,0,0,63,-1/2*e001 + -1/2*e010 + 1/2*e100 + 1/2*e101,4,176,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,176,0,176,1503,false,46,46,63,63,4,48,p0_ql63,p0_qr63,0,-1/2,-1/2,0,1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0
64,-1/2*e001 + -1/2*e010 + 1/2*e011 + -1/2*e111,0,1,0.0,1,0,0,64,-1/2*e001 + -1/2*e010 + 1/2*e011 + -1/2*e111,4,175,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,175,0,175,1504,false,46,46,59,59,4,48,p0_ql59,p0_qr59,0,-1/2,-1/2,1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg)
65,-1/2*e001 + -1/2*e010 + 1/2*e011 + 1/2*e111,0,1,0.0,1,0,0,65,-1/2*e001 + -1/2*e010 + 1/2*e011 + 1/2*e111,4,174,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,174,0,174,1505,false,46,46,65,65,4,48,p0_ql65,p0_qr65,0,-1/2,-1/2,1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg)
66,-1/2*e001 + -1/2*e011 + -1/2*e100 + -1/2*e110,0,1,0.0,1,0,0,66,-1/2*e001 + -1/2*e011 + -1/2*e100 + -1/2*e110,4,173,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,173,0,173,1506,false,46,46,66,66,4,48,p0_ql66,p0_qr66,0,-1/2,0,-1/2,-1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0
67,-1/2*e001 + -1/2*e011 + -1/2*e100 + 1/2*e110,0,1,0.0,1,0,0,67,-1/2*e001 + -1/2*e011 + -1/2*e100 + 1/2*e110,4,172,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,172,0,172,1507,false,46,46,62,62,4,48,p0_ql62,p0_qr62,0,-1/2,0,-1/2,-1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0
68,-1/2*e001 + -1/2*e011 + 1/2*e100 + -1/2*e110,0,1,0.0,1,0,0,68,-1/2*e001 + -1/2*e011 + 1/2*e100 + -1/2*e110,4,171,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,171,0,171,1508,false,46,46,61,61,4,48,p0_ql61,p0_qr61,0,-1/2,0,-1/2,1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0
69,-1/2*e001 + -1/2*e011 + 1/2*e100 + 1/2*e110,0,1,0.0,1,0,0,69,-1/2*e001 + -1/2*e011 + 1/2*e100 + 1/2*e110,4,170,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,170,0,170,1509,false,46,46,69,69,4,48,p0_ql69,p0_qr69,0,-1/2,0,-1/2,1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0
70,-1/2*e001 + -1/2*e101 + -1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,70,-1/2*e001 + -1/2*e101 + -1/2*e110 + -1/2*e111,4,169,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,169,0,169,1510,false,46,46,65,65,4,48,p0_ql65,p0_qr65,0,-1/2,0,0,0,-1/2,-1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
71,-1/2*e001 + 1/2*e101 + -1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,71,-1/2*e001 + 1/2*e101 + -1/2*e110 + -1/2*e111,4,168,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,168,0,168,1511,false,46,46,62,62,4,48,p0_ql62,p0_qr62,0,-1/2,0,0,0,1/2,-1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
72,-1/2*e001 + -1/2*e101 + -1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,72,-1/2*e001 + -1/2*e101 + -1/2*e110 + 1/2*e111,4,167,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,167,0,167,1512,false,46,46,58,58,4,48,p0_ql58,p0_qr58,0,-1/2,0,0,0,-1/2,-1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
73,-1/2*e001 + 1/2*e101 + -1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,73,-1/2*e001 + 1/2*e101 + -1/2*e110 + 1/2*e111,4,166,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,166,0,166,1513,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,-1/2,0,0,0,1/2,-1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
74,-1/2*e001 + -1/2*e101 + 1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,74,-1/2*e001 + -1/2*e101 + 1/2*e110 + -1/2*e111,4,165,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,165,0,165,1514,false,46,46,61,61,4,48,p0_ql61,p0_qr61,0,-1/2,0,0,0,-1/2,1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
75,-1/2*e001 + 1/2*e101 + 1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,75,-1/2*e001 + 1/2*e101 + 1/2*e110 + -1/2*e111,4,164,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,164,0,164,1515,false,46,46,65,65,4,48,p0_ql65,p0_qr65,0,-1/2,0,0,0,1/2,1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
76,-1/2*e001 + -1/2*e101 + 1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,76,-1/2*e001 + -1/2*e101 + 1/2*e110 + 1/2*e111,4,163,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,163,0,163,1516,false,46,46,63,63,4,48,p0_ql63,p0_qr63,0,-1/2,0,0,0,-1/2,1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
77,-1/2*e001 + 1/2*e101 + 1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,77,-1/2*e001 + 1/2*e101 + 1/2*e110 + 1/2*e111,4,162,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,4,162,0,162,1517,false,46,46,58,58,4,48,p0_ql58,p0_qr58,0,-1/2,0,0,0,1/2,1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
78,-1/2*e001 + 1/2*e011 + -1/2*e100 + -1/2*e110,0,1,0.0,1,0,0,78,-1/2*e001 + 1/2*e011 + -1/2*e100 + -1/2*e110,4,161,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,161,0,161,1518,false,46,46,63,63,4,48,p0_ql63,p0_qr63,0,-1/2,0,1/2,-1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0
79,-1/2*e001 + 1/2*e011 + -1/2*e100 + 1/2*e110,0,1,0.0,1,0,0,79,-1/2*e001 + 1/2*e011 + -1/2*e100 + 1/2*e110,4,160,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,160,0,160,1519,false,46,46,68,68,4,48,p0_ql68,p0_qr68,0,-1/2,0,1/2,-1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0
80,-1/2*e001 + 1/2*e011 + 1/2*e100 + -1/2*e110,0,1,0.0,1,0,0,80,-1/2*e001 + 1/2*e011 + 1/2*e100 + -1/2*e110,4,159,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,159,0,159,1520,false,46,46,66,66,4,48,p0_ql66,p0_qr66,0,-1/2,0,1/2,1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0
81,-1/2*e001 + 1/2*e011 + 1/2*e100 + 1/2*e110,0,1,0.0,1,0,0,81,-1/2*e001 + 1/2*e011 + 1/2*e100 + 1/2*e110,4,158,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,4,158,0,158,1521,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,-1/2,0,1/2,1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0
82,-1/2*e001 + 1/2*e010 + -1/2*e011 + -1/2*e111,0,1,0.0,1,0,0,82,-1/2*e001 + 1/2*e010 + -1/2*e011 + -1/2*e111,4,157,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,157,0,157,1522,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,-1/2,1/2,-1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg)
83,-1/2*e001 + 1/2*e010 + -1/2*e011 + 1/2*e111,0,1,0.0,1,0,0,83,-1/2*e001 + 1/2*e010 + -1/2*e011 + 1/2*e111,4,156,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,156,0,156,1523,false,46,46,64,64,4,48,p0_ql64,p0_qr64,0,-1/2,1/2,-1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg)
84,-1/2*e001 + 1/2*e010 + -1/2*e100 + -1/2*e101,0,1,0.0,1,0,0,84,-1/2*e001 + 1/2*e010 + -1/2*e100 + -1/2*e101,4,155,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,155,0,155,1524,false,46,46,63,63,4,48,p0_ql63,p0_qr63,0,-1/2,1/2,0,-1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0
85,-1/2*e001 + 1/2*e010 + -1/2*e100 + 1/2*e101,0,1,0.0,1,0,0,85,-1/2*e001 + 1/2*e010 + -1/2*e100 + 1/2*e101,4,154,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,154,0,154,1525,false,46,46,59,59,4,48,p0_ql59,p0_qr59,0,-1/2,1/2,0,-1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0
86,-1/2*e001 + 1/2*e010 + 1/2*e100 + -1/2*e101,0,1,0.0,1,0,0,86,-1/2*e001 + 1/2*e010 + 1/2*e100 + -1/2*e101,4,153,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,153,0,153,1526,false,46,46,59,59,4,48,p0_ql59,p0_qr59,0,-1/2,1/2,0,1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0
87,-1/2*e001 + 1/2*e010 + 1/2*e100 + 1/2*e101,0,1,0.0,1,0,0,87,-1/2*e001 + 1/2*e010 + 1/2*e100 + 1/2*e101,4,152,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,4,152,0,152,1527,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,-1/2,1/2,0,1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0
88,-1/2*e001 + 1/2*e010 + 1/2*e011 + -1/2*e111,0,1,0.0,1,0,0,88,-1/2*e001 + 1/2*e010 + 1/2*e011 + -1/2*e111,4,151,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,151,0,151,1528,false,46,46,58,58,4,48,p0_ql58,p0_qr58,0,-1/2,1/2,1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg)
89,-1/2*e001 + 1/2*e010 + 1/2*e011 + 1/2*e111,0,1,0.0,1,0,0,89,-1/2*e001 + 1/2*e010 + 1/2*e011 + 1/2*e111,4,150,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,4,150,0,150,1529,false,46,46,58,58,4,48,p0_ql58,p0_qr58,0,-1/2,1/2,1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg)
90,-1*e010,0,1,0.0,1,0,0,90,-1*e010,4,149,A16_basis_signed_unit,G2_proxy_pure_imag14,1,00000100,false,false,4,149,0,149,1530,false,46,46,66,66,4,48,p0_ql66,p0_qr66,0,0,-1,0,0,0,0,0,0,0,-1*exp(i*0.0deg),0,0,0,0,0
91,-1/2*e010 + -1/2*e011 + -1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,91,-1/2*e010 + -1/2*e011 + -1/2*e101 + -1/2*e110,4,148,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,4,148,0,148,1531,false,46,46,63,63,4,48,p0_ql63,p0_qr63,0,0,-1/2,-1/2,0,-1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
92,-1/2*e010 + -1/2*e011 + 1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,92,-1/2*e010 + -1/2*e011 + 1/2*e101 + -1/2*e110,4,147,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,4,147,0,147,1532,false,46,46,65,65,4,48,p0_ql65,p0_qr65,0,0,-1/2,-1/2,0,1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
93,-1/2*e010 + -1/2*e011 + -1/2*e101 + 1/2*e110,0,1,0.0,1,0,0,93,-1/2*e010 + -1/2*e011 + -1/2*e101 + 1/2*e110,4,146,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,4,146,0,146,1533,false,46,46,65,65,4,48,p0_ql65,p0_qr65,0,0,-1/2,-1/2,0,-1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0
94,-1/2*e010 + -1/2*e011 + 1/2*e101 + 1/2*e110,0,1,0.0,1,0,0,94,-1/2*e010 + -1/2*e011 + 1/2*e101 + 1/2*e110,4,145,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,4,145,0,145,1534,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,0,-1/2,-1/2,0,1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0
95,-1/2*e010 + -1/2*e100 + -1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,95,-1/2*e010 + -1/2*e100 + -1/2*e110 + -1/2*e111,4,144,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,144,0,144,1535,false,46,46,57,57,4,48,p0_ql57,p0_qr57,0,0,-1/2,0,-1/2,0,-1/2,-1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
96,-1/2*e010 + -1/2*e100 + -1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,96,-1/2*e010 + -1/2*e100 + -1/2*e110 + 1/2*e111,4,143,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,143,0,143,1536,false,46,46,62,62,4,48,p0_ql62,p0_qr62,0,0,-1/2,0,-1/2,0,-1/2,1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
97,-1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,97,-1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111,4,142,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,142,0,142,1537,false,46,46,63,63,4,48,p0_ql63,p0_qr63,0,0,-1/2,0,-1/2,0,1/2,-1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
98,-1/2*e010 + -1/2*e100 + 1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,98,-1/2*e010 + -1/2*e100 + 1/2*e110 + 1/2*e111,4,141,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,141,0,141,1538,false,46,46,57,57,4,48,p0_ql57,p0_qr57,0,0,-1/2,0,-1/2,0,1/2,1/2,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
99,-1/2*e010 + 1/2*e100 + -1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,99,-1/2*e010 + 1/2*e100 + -1/2*e110 + -1/2*e111,4,140,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,140,0,140,1539,false,46,46,60,60,4,48,p0_ql60,p0_qr60,0,0,-1/2,0,1/2,0,-1/2,-1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
100,-1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,100,-1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111,4,139,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,139,0,139,1540,false,46,46,57,57,4,48,p0_ql57,p0_qr57,0,0,-1/2,0,1/2,0,-1/2,1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
101,-1/2*e010 + 1/2*e100 + 1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,101,-1/2*e010 + 1/2*e100 + 1/2*e110 + -1/2*e111,4,138,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,138,0,138,1541,false,46,46,57,57,4,48,p0_ql57,p0_qr57,0,0,-1/2,0,1/2,0,1/2,-1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
102,-1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,102,-1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111,4,137,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,4,137,0,137,1542,false,46,46,61,61,4,48,p0_ql61,p0_qr61,0,0,-1/2,0,1/2,0,1/2,1/2,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
103,-1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,103,-1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110,4,136,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,4,136,0,136,1543,false,46,46,61,61,4,48,p0_ql61,p0_qr61,0,0,-1/2,1/2,0,-1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
104,-1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,104,-1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110,4,135,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,4,135,0,135,1544,false,46,46,58,58,4,48,p0_ql58,p0_qr58,0,0,-1/2,1/2,0,1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
